time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-3-19 12:54:41.838	WT901BLE68(490AABDC0D29)	0.063	0.991	-0.071	0.732	-7.019	35.889	91.49	-0.17	-170.05	-10.094	-39.004	56.938	0.02783	0.16315	-0.69437	-0.70026	20.3	13111	100
2025-3-19 12:54:41.848	WT901BLE68(E947F43FF2E9)	0.264	0.838	-0.093	-13.916	-116.943	-101.807	87.63	32.50	10.29	20.482	-62.328	-6.860	0.71561	0.63705	0.23007	-0.17032	21.6	13111	100
2025-3-19 12:54:41.948	WT901BLE68(490AABDC0D29)	0.065	0.991	-0.139	-4.761	9.460	15.991	91.75	-2.76	-170.03	-10.094	-39.004	56.938	0.02783	0.16315	-0.69437	-0.70026	20.3	13111	100
2025-3-19 12:54:41.969	WT901BLE68(E947F43FF2E9)	-0.193	0.471	-0.107	53.772	-26.062	134.583	85.72	30.11	3.75	20.482	-62.328	-6.860	0.71561	0.63705	0.23007	-0.17032	21.6	13111	100
2025-3-19 12:54:42.27	WT901BLE68(E947F43FF2E9)	-1.496	1.082	0.013	83.679	25.269	197.754	94.93	11.80	9.06	10.976	-62.034	-3.038	0.71561	0.63705	0.23007	-0.17032	21.6	13111	100
2025-3-19 12:54:42.80	WT901BLE68(490AABDC0D29)	0.151	0.984	-0.107	-8.606	-3.113	23.743	91.29	-4.54	-169.85	-10.094	-39.004	56.938	0.09418	0.03033	-0.71341	-0.69366	20.3	13111	100
2025-3-19 12:54:42.108	WT901BLE68(490AABDC0D29)	0.190	0.990	-0.106	-12.146	-2.319	36.682	90.65	-7.53	-170.19	-10.094	-39.004	56.938	0.09418	0.03033	-0.71341	-0.69366	20.3	13111	100
2025-3-19 12:54:42.147	WT901BLE68(E947F43FF2E9)	1.143	1.413	0.352	75.500	-140.198	144.592	104.75	-5.88	0.17	10.976	-62.034	-3.038	0.71561	0.63705	0.23007	-0.17032	21.6	13111	100
2025-3-19 12:54:42.231	WT901BLE68(490AABDC0D29)	0.076	1.129	-0.133	-18.433	1.099	64.331	89.58	-11.89	-170.16	-19.992	-39.004	54.880	0.09418	0.03033	-0.71341	-0.69366	20.3	13111	100
2025-3-19 12:54:42.244	WT901BLE68(E947F43FF2E9)	-0.056	1.250	-0.136	8.301	136.353	-27.771	108.65	-3.33	-14.80	10.976	-62.034	-3.038	0.58878	0.79913	-0.09866	-0.06992	21.6	13111	100
2025-3-19 12:54:42.320	WT901BLE68(490AABDC0D29)	-1.002	1.705	-0.100	-44.373	6.958	157.471	86.75	-21.52	-168.56	-19.992	-39.004	54.880	0.09418	0.03033	-0.71341	-0.69366	20.3	13111	100
2025-3-19 12:54:42.356	WT901BLE68(E947F43FF2E9)	-0.105	1.028	-0.121	-20.325	-10.254	-26.367	106.44	1.22	-15.46	10.976	-62.034	-3.038	0.58878	0.79913	-0.09866	-0.06992	21.6	13111	100
2025-3-19 12:54:42.446	WT901BLE68(490AABDC0D29)	-0.104	0.129	0.142	-60.303	-73.975	-3.296	78.99	-31.70	-165.96	-19.992	-39.004	54.880	0.20493	-0.13242	-0.63251	-0.73505	20.3	13111	100
2025-3-19 12:54:42.447	WT901BLE68(E947F43FF2E9)	-0.083	0.999	-0.158	-18.372	-3.845	-21.790	104.29	4.14	-18.18	4.214	-61.348	2.842	0.58878	0.79913	-0.09866	-0.06992	21.6	13111	100
2025-3-19 12:54:42.532	WT901BLE68(490AABDC0D29)	2.007	0.938	0.080	-32.166	-91.064	-240.356	79.67	-16.05	-176.81	-19.992	-39.004	54.880	0.20493	-0.13242	-0.63251	-0.73505	20.3	13111	100
2025-3-19 12:54:42.569	WT901BLE68(E947F43FF2E9)	-0.142	0.979	-0.143	-21.606	-7.874	-5.981	101.98	5.64	-19.63	4.214	-61.348	2.842	0.58878	0.79913	-0.09866	-0.06992	21.6	13111	100
2025-3-19 12:54:42.629	WT901BLE68(E947F43FF2E9)	-0.191	0.999	-0.122	-36.499	-7.446	-10.437	98.99	6.52	-19.55	4.214	-61.348	2.842	0.64297	0.74353	-0.09082	-0.15927	21.6	13111	100
2025-3-19 12:54:42.650	WT901BLE68(490AABDC0D29)	0.339	1.475	-0.682	-22.156	-204.407	-64.148	80.57	-0.08	161.97	-5.684	-41.944	47.432	0.20493	-0.13242	-0.63251	-0.73505	20.3	13111	100
2025-3-19 12:54:42.748	WT901BLE68(490AABDC0D29)	0.150	1.252	0.271	20.447	-0.610	23.438	81.91	-5.36	151.83	-5.684	-41.944	47.432	0.20493	-0.13242	-0.63251	-0.73505	20.3	13111	100
2025-3-19 12:54:42.749	WT901BLE68(E947F43FF2E9)	-0.024	1.055	-0.039	-20.020	-29.602	16.113	95.63	6.67	-21.83	4.214	-61.348	2.842	0.64297	0.74353	-0.09082	-0.15927	21.6	13111	100
