Timestamp,AccX,AccY,AccZ,AsX,AsY,AsZ,AngX,AngY,AngZ,HX,HY,HZ,Q0,Q1,Q2,Q3
2025-03-10 15:32:34.099,-0.001,0.011,1.017,0.0,0.0,0.0,0.61,0.093,-163.021,-0.575,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:34.205,-0.0,0.011,1.017,0.0,0.0,0.0,0.61,0.088,-163.021,-0.575,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:34.310,0.005,0.013,1.019,0.0,-0.122,0.0,0.61,0.093,-163.021,-0.558,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:34.415,0.002,0.017,1.017,0.0,-0.061,0.0,0.61,0.093,-163.021,-0.558,-2.092,-0.417,0.14758,0.00159,-0.00513,-0.98898
2025-03-10 15:32:34.521,-0.002,0.016,1.017,0.0,0.0,0.0,0.61,0.093,-163.021,-0.558,-2.092,-0.417,0.14758,0.00162,-0.00516,-0.98898
2025-03-10 15:32:34.622,-0.005,0.015,1.014,0.0,0.0,0.0,0.61,0.099,-163.021,-0.558,-2.092,-0.417,0.14758,0.00162,-0.00516,-0.98898
2025-03-10 15:32:34.728,-0.005,0.014,1.013,0.0,0.0,0.0,0.615,0.099,-163.021,-0.558,-2.092,-0.408,0.14758,0.00162,-0.00516,-0.98898
2025-03-10 15:32:34.834,-0.003,0.013,1.015,0.0,0.0,0.0,0.615,0.093,-163.021,-0.558,-2.092,-0.408,0.14758,0.00162,-0.00516,-0.98898
2025-03-10 15:32:34.939,-0.002,0.011,1.017,0.061,0.0,0.0,0.61,0.093,-163.021,-0.558,-2.092,-0.408,0.14758,0.00162,-0.00516,-0.98898
2025-03-10 15:32:35.045,0.0,0.009,1.017,0.0,0.0,0.0,0.61,0.093,-163.021,-0.558,-2.092,-0.408,0.14758,0.00162,-0.00516,-0.98898
2025-03-10 15:32:35.150,-0.0,0.009,1.017,0.0,0.0,0.0,0.61,0.093,-163.021,-0.558,-2.092,-0.408,0.14758,0.00162,-0.00516,-0.98898
2025-03-10 15:32:35.256,-0.002,0.01,1.016,0.0,0.0,0.0,0.61,0.093,-163.021,-0.558,-2.092,-0.408,0.14758,0.00162,-0.00516,-0.98898
2025-03-10 15:32:35.361,-0.002,0.012,1.016,0.0,0.0,0.0,0.61,0.093,-163.021,-0.558,-2.092,-0.408,0.14758,0.00162,-0.00516,-0.98898
2025-03-10 15:32:35.467,-0.002,0.012,1.016,0.0,0.0,0.0,0.61,0.093,-163.021,-0.558,-2.092,-0.408,0.14758,0.00162,-0.00516,-0.98898
2025-03-10 15:32:35.572,-0.002,0.012,1.016,0.0,0.0,0.0,0.61,0.099,-163.021,-0.558,-2.092,-0.408,0.14758,0.00162,-0.00516,-0.98898
2025-03-10 15:32:35.678,-0.002,0.012,1.016,0.0,0.0,0.0,0.615,0.099,-163.021,-0.558,-2.092,-0.408,0.14758,0.00162,-0.00516,-0.98898
2025-03-10 15:32:35.783,-0.002,0.011,1.017,0.0,0.0,0.0,0.615,0.099,-163.021,-0.558,-2.092,-0.408,0.14758,0.00162,-0.00516,-0.98898
2025-03-10 15:32:35.889,-0.001,0.011,1.017,0.0,0.0,0.0,0.615,0.099,-163.021,-0.558,-2.092,-0.408,0.14758,0.00165,-0.00516,-0.98898
2025-03-10 15:32:35.889,-0.0,0.01,1.017,0.0,0.0,0.0,0.615,0.099,-163.021,-0.558,-2.092,-0.408,0.14758,0.00165,-0.00516,-0.98898
2025-03-10 15:32:36.100,-0.671,0.257,1.038,1.892,-1.282,-14.343,0.637,0.093,-163.652,-0.558,-2.092,-0.417,0.14758,0.00165,-0.00516,-0.98898
2025-03-10 15:32:36.100,0.013,0.031,1.029,-0.183,0.061,-7.202,0.615,0.319,-168.382,-0.558,-2.092,-0.417,0.14758,0.00165,-0.00516,-0.98898
2025-03-10 15:32:36.206,-0.008,0.007,1.011,-0.122,0.0,0.0,0.615,0.275,-168.415,-0.558,-2.092,-0.417,0.1011,0.00311,-0.00507,-0.99481
2025-03-10 15:32:36.311,-0.009,0.005,1.014,-0.061,-0.061,0.0,0.621,0.253,-168.459,-0.558,-2.092,-0.417,0.1011,0.00311,-0.00507,-0.99481
2025-03-10 15:32:36.415,-0.011,0.01,1.015,0.0,-0.061,0.0,0.615,0.242,-168.497,-0.408,-2.092,-0.4,0.1011,0.00311,-0.00507,-0.99481
2025-03-10 15:32:36.520,-0.009,0.013,1.015,0.0,-0.061,0.0,0.621,0.236,-168.541,-0.408,-2.092,-0.4,0.1011,0.00311,-0.00507,-0.99481
2025-03-10 15:32:36.626,-0.006,0.011,1.016,0.0,0.0,0.0,0.621,0.225,-168.574,-0.408,-2.092,-0.4,0.09958,0.00253,-0.00519,-0.99496
2025-03-10 15:32:36.731,-0.003,0.011,1.017,0.0,0.0,0.0,0.621,0.22,-168.607,-0.408,-2.092,-0.4,0.09958,0.00253,-0.00519,-0.99496
2025-03-10 15:32:36.837,-0.001,0.011,1.016,0.0,-0.061,0.0,0.621,0.22,-168.635,-0.4,-2.1,-0.4,0.09958,0.00253,-0.00519,-0.99496
2025-03-10 15:32:36.942,-0.0,0.011,1.016,0.0,0.0,0.0,0.621,0.214,-168.657,-0.4,-2.1,-0.4,0.09958,0.00253,-0.00519,-0.99496
2025-03-10 15:32:37.048,-0.0,0.011,1.017,0.0,0.0,0.0,0.626,0.209,-168.679,-0.4,-2.1,-0.4,0.0986,0.00238,-0.00525,-0.99506
2025-03-10 15:32:37.153,-0.002,0.012,1.017,0.0,0.0,0.0,0.626,0.209,-168.706,-0.4,-2.1,-0.4,0.0986,0.00238,-0.00525,-0.99506
2025-03-10 15:32:37.256,-0.002,0.012,1.016,0.0,-0.061,0.0,0.626,0.203,-168.734,-0.4,-2.108,-0.408,0.0986,0.00238,-0.00525,-0.99506
